TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;52.244,08;7,19;0,78;-0,68;905.051.916,30
ELET3;34,37;8,90;8,51;0,73;0,30;72,63;29,66;21,80;6,25;9,82;3,50;0,41;1,85;2,87;-0,40;1,71;8,59;3,54;6,62;0,41;0,59;0,16;-2,25;;196.249.249,44;47,01;4,04;-0,21;54.565.163.252,74
ELET5;71,28;6,14;17,64;1,52;0,62;72,63;29,66;21,80;12,97;9,82;3,50;0,41;3,85;5,95;-0,84;1,71;8,59;3,54;6,62;0,41;0,59;0,16;-2,25;;8.597,60;47,01;4,04;-0,43;54.565.163.252,74
ELET6;34,63;9,72;8,57;0,74;0,30;72,63;29,66;21,80;6,30;9,82;3,50;0,41;1,87;2,89;-0,41;1,71;8,59;3,54;6,62;0,41;0,59;0,16;-2,25;;78.745.868,88;47,01;4,04;-0,21;54.565.163.252,74
ELMD3;16,40;;-33,22;24,64;2,23;33,12;-23,64;-25,40;-35,70;-44,88;-9,18;6,34;8,44;-30,40;-2,74;0,72;-74,15;-6,71;-11,47;0,09;0,91;0,26;;;6.368.322,04;0,67;-0,49;0,06;2.264.402.743,20
ELPL3;8,41;;1,69;0,62;0,05;13,07;13,07;6,33;0,82;2,52;1,70;1,27;0,11;-2,61;-0,07;0,92;36,34;3,24;19,30;0,09;0,91;0,51;2,54;57,52;;13,67;4,97;0,06;1.660.696.309,42
EMAE3;25,35;27,50;4,72;1,30;0,55;46,20;32,01;44,39;6,54;8,63;-3,16;-0,63;2,09;3,04;-0,97;1,71;27,62;11,60;8,99;0,42;0,58;0,26;17,64;27,12;;19,45;5,37;0,04;1.687.266.426,90
EMAE4;59,50;12,89;11,08;3,06;1,28;46,20;32,01;44,39;15,36;8,63;-3,16;-0,63;4,92;7,13;-2,27;1,71;27,62;11,60;8,99;0,42;0,58;0,26;17,64;27,12;199.373,56;19,45;5,37;0,10;1.687.266.426,90
EMBR3;14,55;;-2,99;0,71;0,20;12,25;-8,56;-18,41;-6,44;-11,88;-5,40;0,59;0,55;0,56;-0,47;2,53;-23,68;-6,60;-5,12;0,28;0,72;0,36;-0,66;;227.776.318,76;20,63;-4,88;-0,02;10.884.836.146,80
ENAT3;16,14;7,05;34,74;1,56;0,99;32,32;33,94;13,11;13,42;10,52;-2,90;-0,34;4,55;3,17;-1,75;3,56;4,50;2,85;8,53;0,63;0,37;0,22;13,76;5,78;39.571.538,64;10,37;0,47;-0,82;4.306.071.861,00
ENBR3;19,90;1,37;7,98;1,07;0,40;24,10;18,78;10,06;4,28;6,47;2,18;0,55;0,80;-20,39;-0,53;0,93;13,40;4,98;10,67;0,37;0,63;0,49;7,87;4,03;65.119.849,56;18,55;2,49;0,63;12.064.185.832,72
ENEV3;16,70;;20,97;2,66;1,30;46,19;34,43;31,07;18,92;23,44;4,61;0,65;6,51;11,33;-1,59;2,75;12,71;6,21;6,19;0,49;0,51;0,20;16,39;48,99;109.759.557,64;6,27;0,80;0,31;21.025.862.545,92
ENGI11;44,17;3,12;10,92;2,13;0,35;17,99;13,29;7,23;5,93;11,16;5,25;1,89;0,79;13,45;-0,50;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;88.112.467,96;20,71;4,05;0,05;15.997.177.798,56
ENGI3;15,72;1,76;19,42;3,80;0,63;17,99;13,29;7,23;10,56;11,16;5,25;1,89;1,40;23,91;-0,89;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;441.297,04;4,14;0,81;0,09;15.997.177.798,56
ENGI4;7,14;3,87;8,82;1,72;0,28;17,99;13,29;7,23;4,79;11,16;5,25;1,89;0,64;10,86;-0,41;1,10;19,55;3,22;7,85;0,16;0,84;0,45;10,79;35,54;579.456,28;4,14;0,81;0,04;15.997.177.798,56
ENJU3;12,58;;-77,56;4,86;4,56;35,41;-39,09;-39,10;-77,57;-61,10;16,16;-1,01;30,32;5,05;-107,71;17,86;-6,26;-5,88;-6,26;0,94;0,06;0,15;;;30.080.919,84;2,54;-0,16;-2,01;2.404.261.098,60
ENMA3B;50,49;0,61;11,84;2,77;1,05;32,69;21,80;17,05;9,26;;0,92;0,28;2,02;7,94;-1,80;1,47;23,36;8,87;13,63;0,38;0,62;0,52;8,44;15,47;;18,26;4,27;1,44;
ENMA6B;83,99;1,58;19,69;4,60;1,75;32,69;21,80;17,05;15,40;;0,92;0,28;3,36;13,21;-2,99;1,47;23,36;8,87;13,63;0,38;0,62;0,52;8,44;15,47;;18,26;4,27;2,40;
ENMT3;43,49;;14,04;3,42;1,01;22,44;18,28;13,30;10,22;13,04;2,82;0,94;1,87;8,43;-1,64;1,45;24,38;7,16;10,86;0,29;0,71;0,54;7,41;71,84;757.712,88;12,70;3,10;1,00;9.521.784.927,11
ENMT4;43,49;1,31;14,04;3,42;1,01;22,44;18,28;13,30;10,22;13,04;2,82;0,94;1,87;8,43;-1,64;1,45;24,38;7,16;10,86;0,29;0,71;0,54;7,41;71,84;243.089,57;12,70;3,10;1,00;9.521.784.927,11
EQPA3;4,18;6,68;12,88;2,74;0,76;30,26;19,90;12,23;7,92;9,42;1,50;0,52;1,58;3,80;-1,27;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;170.826,68;1,53;0,33;0,24;9.263.902.674,59
EQPA5;5,96;4,19;18,32;3,90;1,08;30,26;19,90;12,23;11,26;9,42;1,50;0,52;2,24;5,41;-1,81;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;19.682,36;1,53;0,33;0,34;9.263.902.674,59
EQPA6;10,48;2,67;32,22;6,86;1,89;30,26;19,90;12,23;19,81;9,42;1,50;0,52;3,94;9,51;-3,18;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;1.068,00;1,53;0,33;0,61;9.263.902.674,59
EQPA7;5,80;4,83;17,83;3,80;1,05;30,26;19,90;12,23;10,96;9,42;1,50;0,52;2,18;5,26;-1,76;1,96;21,30;5,87;12,17;0,28;0,72;0,48;7,01;6,67;18.234,94;1,53;0,33;0,34;9.263.902.674,59
EQTL3;25,01;1,28;8,48;2,06;0,57;33,46;26,73;16,63;5,28;7,42;2,13;0,83;1,41;4,25;-0,86;1,68;24,23;6,74;12,88;0,28;0,72;0,41;19,79;29,14;203.200.975,76;12,15;2,94;0,37;25.333.512.900,95
ESPA3;15,66;;61,59;10,97;2,62;45,72;13,16;11,90;55,67;61,13;5,18;1,02;7,33;19,71;-6,17;1,30;17,81;4,25;1,32;0,24;0,76;0,36;;;25.189.857,60;1,43;0,25;2,84;3.844.267.808,84
ESTR3;17,80;;-0,92;-0,03;0,06;50,78;18,15;-11,33;0,57;3,35;2,39;;0,10;-0,03;-0,12;0,21;-3,18;-6,42;-5,89;-2,02;3,02;0,57;-3,90;;;-611,41;-19,42;0,01;24.196.610,00
ESTR4;36,00;;-1,85;-0,06;0,12;50,78;18,15;-11,33;1,16;3,35;2,39;;0,21;-0,06;-0,25;0,21;-3,18;-6,42;-5,89;-2,02;3,02;0,57;-3,90;;47.819,46;-611,41;-19,42;0,03;24.196.610,00
ETER3;19,45;;6,41;4,73;1,37;33,27;27,60;23,23;5,40;5,32;-0,08;-0,07;1,49;3,84;-3,93;2,20;73,83;21,30;54,62;0,29;0,71;0,92;-6,86;40,09;64.223.045,88;4,16;3,07;0,00;1.018.525.189,05
EUCA3;22,79;0,88;14,64;1,43;0,77;31,45;10,81;8,02;10,86;8,50;2,17;0,28;1,17;12,69;-1,17;1,22;9,73;5,27;4,85;0,54;0,46;0,66;9,47;68,84;100.442,54;15,99;1,56;0,12;1.231.656.901,60
EUCA4;8,95;2,48;5,72;0,56;0,30;31,45;10,81;8,02;4,25;8,50;2,17;0,28;0,46;4,96;-0,46;1,22;9,73;5,27;4,85;0,54;0,46;0,66;9,47;68,84;1.668.113,04;15,99;1,56;0,05;1.231.656.901,60
EVEN3;10,26;1,41;148,13;0,88;0,42;28,87;16,28;0,88;8,00;4,99;-3,07;-0,34;1,30;1,01;-1,58;2,30;0,59;0,28;8,15;0,48;0,52;0,32;-5,40;-18,59;16.420.845,52;11,70;0,07;-1,69;2.194.200.000,00
EZTC3;33,08;0,89;18,45;1,81;1,58;43,04;28,41;43,26;28,09;24,36;-4,03;-0,26;7,98;4,25;-2,91;5,50;9,80;8,59;5,96;0,88;0,12;0,20;2,84;-1,36;86.346.488,16;18,22;1,79;0,42;7.554.560.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;39,01;2,16;49,38;1,94;1,22;27,37;17,19;4,30;12,35;12,22;0,88;0,14;2,12;9,83;-1,69;1,83;3,94;2,48;12,04;0,63;0,37;0,58;11,62;-16,62;26.650,53;20,06;0,79;-0,72;3.160.972.800,00
FESA4;33,74;2,74;42,86;1,69;1,06;27,37;17,19;4,30;10,72;12,22;0,88;0,14;1,84;8,53;-1,46;1,83;3,94;2,48;12,04;0,63;0,37;0,58;11,62;-16,62;15.615.792,04;20,06;0,79;-0,63;3.160.972.800,00
FHER3;7,05;;-1,92;-2,59;0,21;14,36;6,99;-9,00;2,47;4,22;1,73;;0,17;1,57;-0,44;1,35;-134,47;-11,00;93,40;-0,08;1,08;1,22;-18,89;;9.378.928,24;-2,75;-3,70;0,01;385.618.153,44
FIGE3;0,00;;0,00;0,00;0,00;100,00;88,45;55,08;0,00;-14,58;-14,58;-0,34;0,00;0,00;0,00;595,64;1,47;1,47;1,47;1,00;0,00;0,03;;-24,90;;97,75;1,44;0,00;0,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;88,45;55,08;0,00;-14,58;-14,58;-0,34;0,00;0,00;0,00;595,64;1,47;1,47;1,47;1,00;0,00;0,03;;-24,90;;97,75;1,44;0,00;0,00
FLEX3;0,00;;0,00;0,00;0,00;31,41;1,02;-4,75;0,00;27,40;27,40;4,82;0,00;0,00;0,00;1,17;-81,57;-5,41;-2,31;0,07;0,93;1,14;9,15;;;8,92;-7,27;0,00;0,00
FLRY3;26,38;2,78;32,36;4,75;1,51;27,25;16,11;8,65;17,37;19,15;1,80;0,49;2,80;10,79;-2,28;1,69;14,68;4,65;10,81;0,32;0,68;0,54;9,42;19,07;49.893.682,92;5,52;0,81;-1,83;8.302.297.254,48
FNCN3;0,00;;0,00;0,00;0,00;97,02;-366,49;-366,32;0,00;0,00;;;0,00;0,00;0,00;26,75;-18,89;-18,04;;0,95;0,05;0,05;-37,65;;;12,09;-2,29;0,00;0,00
FRAS3;13,09;1,33;15,18;2,99;0,99;28,72;14,36;11,27;11,91;13,91;1,92;0,48;1,71;4,55;-1,98;1,77;19,73;6,52;8,91;0,33;0,67;0,58;13,81;28,25;3.043.248,00;4,39;0,87;0,04;2.876.227.054,46
FRIO3;63,00;;-1,70;20,21;0,15;17,45;5,03;-10,53;3,56;12,42;8,86;50,30;0,18;1,31;-0,48;1,20;-1.188,66;-8,85;5,42;0,01;0,99;0,84;7,27;;11.385,50;3,12;-37,05;0,00;258.725.502,00
FRTA3;5,56;;5,15;-0,17;0,33;45,64;10,28;16,94;8,49;54,56;46,16;;0,87;-0,14;-0,39;0,06;-3,28;6,41;-26,24;-1,95;2,95;0,38;-19,35;;54.352,68;-32,89;1,08;0,02;11.006.083,00
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;5.159.958,21;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;40,50;4,66;5,45;2,00;0,67;97,03;95,99;48,37;2,75;2,65;-0,03;-0,02;2,64;-3,88;-1,02;0,67;36,71;12,27;36,51;0,33;0,67;0,25;3,60;30,90;63.934,71;20,24;7,43;0,03;3.730.114.678,50
GEPA4;39,00;4,84;5,25;1,93;0,64;97,03;95,99;48,37;2,64;2,65;-0,03;-0,02;2,54;-3,74;-0,98;0,67;36,71;12,27;36,51;0,33;0,67;0,25;3,60;30,90;34.760,65;20,24;7,43;0,03;3.730.114.678,50
GFSA3;4,61;;-18,07;0,89;0,37;20,50;0,41;-8,66;383,88;474,03;88,48;0,20;1,56;1,29;-1,15;1,73;-4,91;-2,04;-0,16;0,42;0,58;0,24;-9,34;;34.142.591,16;5,18;-0,25;-0,04;1.389.123.586,62
GGBR3;24,14;1,74;17,59;1,34;0,66;13,54;11,86;5,40;8,01;11,21;1,90;0,32;0,95;3,49;-1,05;2,04;7,61;3,75;8,41;0,49;0,51;0,69;0,11;;3.094.282,84;18,08;1,38;0,18;48.377.509.121,25
GGBR4;29,53;1,41;21,68;1,65;0,81;13,54;11,86;5,40;9,88;11,21;1,90;0,32;1,17;4,30;-1,29;2,04;7,61;3,75;8,41;0,49;0,51;0,69;0,11;;498.041.908,76;18,08;1,38;0,22;48.377.509.121,25
GMAT3;8,54;;26,00;3,31;2,30;24,11;7,02;5,85;21,70;20,55;-1,07;-0,16;1,52;4,01;-8,85;4,46;12,72;8,85;12,60;0,70;0,30;1,51;;;37.023.065,72;2,58;0,33;0,23;18.801.535.132,29
GNDI3;80,68;;66,83;6,93;3,01;29,14;12,94;6,90;35,62;35,75;-0,06;-0,01;4,61;21,19;-4,38;1,83;10,37;4,50;8,23;0,43;0,57;0,65;29,03;66,02;387.062.338,60;11,64;1,21;0,91;49.459.864.692,77
GOAU3;11,31;2,12;14,09;0,38;0,19;13,54;11,84;1,99;2,37;4,29;1,62;0,26;0,28;0,91;-0,31;2,16;2,68;1,35;8,13;0,50;0,50;0,68;0,11;;751.483,84;30,01;0,80;0,13;13.860.581.395,68
GOAU4;13,30;1,80;16,56;0,44;0,22;13,54;11,84;1,99;2,79;4,29;1,62;0,26;0,33;1,08;-0,36;2,16;2,68;1,35;8,13;0,50;0,50;0,68;0,11;;152.060.421,76;30,01;0,80;0,16;13.860.581.395,68
GOLL4;22,68;;-19,73;-5,17;5,55;26,49;-3,96;-40,78;-203,09;-225,82;-24,79;;8,04;-9,95;-7,44;0,31;-26,20;-28,15;12,66;-1,07;2,07;0,69;-8,21;;216.038.027,44;-4,39;-1,15;-0,01;70.441.521.409,15
GPAR3;64,00;;29,97;3,52;2,45;68,89;86,08;59,78;20,81;20,63;-0,18;-0,03;17,91;16,30;-3,05;4,23;11,73;8,18;10,50;0,70;0,30;0,14;40,68;;13.361,00;18,21;2,14;0,23;4.987.419.648,00
GPCP3;21,45;1,43;5,64;2,13;0,79;21,71;17,70;11,99;3,82;4,38;0,54;0,30;0,68;5,15;-1,35;1,60;37,71;14,09;32,96;0,37;0,63;1,18;20,13;;2.552.911,40;10,09;3,80;0,01;675.656.175,70
GPCP4;26,00;6,00;6,83;2,58;0,96;21,71;17,70;11,99;4,63;4,38;0,54;0,30;0,82;6,24;-1,64;1,60;37,71;14,09;32,96;0,37;0,63;1,18;20,13;;19.092,67;10,09;3,80;0,02;675.656.175,70
GPIV33;5,07;;-0,97;0,16;0,12;100,00;113,32;58,00;-0,50;0,29;0,79;-0,25;;0,66;-0,16;4,75;-16,09;-12,47;-30,19;0,78;0,22;-0,21;;;1.306.396,36;32,35;-5,20;0,00;378.554.632,56
GRND3;8,13;2,07;18,03;1,73;1,56;46,10;15,88;21,36;24,26;19,76;-4,66;-0,33;3,85;2,56;-4,96;9,12;9,58;8,67;6,18;0,90;0,10;0,41;-2,95;-5,56;10.958.124,48;4,69;0,45;-0,99;7.352.604.000,00
GSHP3;47,50;;-0,19;-0,20;0,05;66,49;17,69;-515,29;5,64;105,25;99,50;;1,00;-3,45;-0,06;0,90;-100,93;-27,93;-3,43;-0,28;1,28;0,05;-18,98;;35.445,20;-242,94;-245,20;0,00;93.255.981,15
GUAR3;14,24;2,87;-259,77;1,40;0,51;50,61;-0,50;-0,43;-224,52;-249,88;-22,50;0,14;1,13;1,95;-1,38;1,71;-0,54;-0,20;-2,25;0,36;0,64;0,45;2,55;;13.764.451,16;10,07;-0,05;2,48;7.143.552.000,00
HAGA3;3,34;;7,13;-0,57;0,67;28,14;25,23;18,71;5,28;4,18;-0,10;;1,33;1,87;-3,77;1,76;-7,98;9,34;-17,58;-1,17;2,17;0,50;0,12;12,13;107.761,54;-5,88;0,47;0,06;32.169.667,00
HAGA4;2,33;;4,97;-0,40;0,46;28,14;25,23;18,71;3,69;4,18;-0,10;;0,93;1,31;-2,63;1,76;-7,98;9,34;-17,58;-1,17;2,17;0,50;0,12;12,13;502.531,44;-5,88;0,47;0,04;32.169.667,00
HAPV3;14,61;0,40;69,04;6,91;4,00;39,11;14,81;9,16;42,69;42,58;-0,32;-0,05;6,32;39,15;-5,40;1,65;10,00;5,79;9,28;0,58;0,42;0,63;28,32;20,33;182.754.855,32;2,11;0,21;-8,84;54.349.419.023,90
HBOR3;8,84;;44,47;0,70;0,27;19,73;5,46;2,72;22,19;40,78;18,44;0,58;1,21;0,55;-1,00;3,12;1,58;0,61;0,98;0,38;0,62;0,22;-5,72;-2,10;15.070.881,12;12,51;0,20;-0,35;1.187.259.008,64
HBRE3;18,90;;-93,78;1,43;0,75;84,53;113,07;-26,89;22,30;31,10;8,80;0,56;25,22;-19,62;-0,79;0,61;-1,53;-0,80;1,91;0,52;0,48;0,03;;;;13,21;-0,20;0,85;1.950.271.740,90
HBSA3;6,07;;-43,59;3,02;0,81;25,48;13,86;-7,22;22,70;37,31;14,46;1,92;3,15;4,69;-1,07;3,20;-6,92;-1,85;2,65;0,27;0,73;0,26;49,43;;30.737.208,80;2,01;-0,14;0,16;4.630.730.295,87
HBTS5;23,70;0,21;147,86;0,74;0,16;68,77;46,38;1,45;4,63;7,25;2,63;0,42;2,15;-1,27;-0,19;0,54;0,50;0,11;7,80;0,22;0,78;0,08;7,42;-25,49;54.909,83;32,20;0,16;-1,46;216.468.381,90
HETA3;4,01;;-0,01;0,00;0,17;100,00;-10.956,88;-10.958,54;-0,01;-1,91;-1,89;;1,30;-0,04;-0,20;0,02;-31,00;-1.459,90;74,65;-47,10;48,10;0,13;-2,24;;;-1.088,28;-337,35;0,00;3.918.665,52
HETA4;9,25;;-0,03;-0,01;0,40;100,00;-10.956,88;-10.958,54;-0,03;-1,91;-1,89;;3,00;-0,08;-0,45;0,02;-31,00;-1.459,90;74,65;-47,10;48,10;0,13;-2,24;;12.216,48;-1.088,28;-337,35;0,00;3.918.665,52
HGTX3;16,95;2,61;7,99;1,69;1,17;39,09;7,56;31,95;33,74;31,65;-2,17;-0,11;2,55;3,44;-3,01;2,25;21,14;14,65;0,15;0,69;0,31;0,46;-7,54;4,05;42.999.530,96;9,98;2,11;0,13;2.745.198.195,93
HOOT3;0,00;;0,00;0,00;0,00;48,06;-190,02;-251,06;0,00;-0,30;0,01;;0,00;0,00;0,00;0,03;-19,11;-19,65;14,89;-1,03;2,03;0,08;-24,22;;;-25,85;-4,94;0,00;20.762.519,22
HOOT4;2,63;;-0,53;-0,10;0,10;48,06;-190,02;-251,06;-0,70;-0,30;0,01;;1,34;-0,08;-0,11;0,03;-19,11;-19,65;14,89;-1,03;2,03;0,08;-24,22;;6.336,75;-25,85;-4,94;0,02;20.762.519,22
HYPE3;32,74;3,63;15,99;2,24;1,20;64,30;32,26;31,67;15,70;16,41;0,58;0,08;5,07;3,93;-2,22;3,01;14,02;7,51;8,41;0,54;0,46;0,24;6,70;18,26;93.567.797,12;14,59;2,04;1,42;20.871.216.117,85
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18;0,00;224.007.574,38
IGBR3;13,45;;-1,85;-0,18;0,88;80,85;-655,78;-1.542,07;-4,35;-27,72;-23,32;;28,56;-2,25;-0,95;0,15;-9,87;-47,71;198,41;-4,83;5,83;0,03;-8,75;;2.476.486,56;-73,87;-7,29;-0,07;170.692.785,90
IGSN3;0,00;;0,00;0,00;0,00;44,34;22,03;-0,81;0,00;7,29;7,29;1,50;0,00;0,00;0,00;2,39;-0,76;-0,21;5,64;0,28;0,72;0,26;10,03;;;3,91;-0,03;0,00;0,00
IGTA3;37,25;0,55;32,43;2,08;0,96;59,26;53,14;29,94;18,27;23,61;5,25;0,60;9,71;6,34;-1,30;2,33;6,42;2,95;4,39;0,46;0,54;0,10;1,21;0,88;81.512.985,64;17,83;1,15;-0,93;6.594.676.322,52
INEP3;37,00;;-0,71;-0,14;0,22;19,54;-4.232,60;-5.843,94;-0,99;-3,34;-2,38;;41,73;-0,15;-0,26;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;524.680,88;-264,00;-51,81;1,04;293.596.270,95
INEP4;33,67;;-0,65;-0,13;0,20;19,54;-4.232,60;-5.843,94;-0,90;-3,34;-2,38;;37,98;-0,13;-0,24;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;967.684,80;-264,00;-51,81;0,95;293.596.270,95
INNT3;0,00;;0,00;0,00;0,00;14,02;-11,37;-17,88;0,00;-5,51;-5,51;2,93;0,00;0,00;0,00;1,25;-83,52;-4,88;-9,96;0,06;0,94;0,27;37,50;;;0,55;-0,46;0,00;0,00
INTB3;20,80;;20,77;6,98;2,79;32,84;18,10;15,37;17,63;17,04;-0,65;-0,26;3,19;7,08;-17,07;1,89;33,59;13,43;25,39;0,40;0,60;0,87;;;30.347.892,52;2,98;1,00;0,28;6.837.243.865,70
IRBR3;6,06;2,18;-5,04;1,80;0,34;-18,47;-21,42;-17,94;-4,22;-4,23;;;0,90;-5,47;-1,05;0,92;-35,74;-6,70;;0,19;0,81;0,37;17,75;;197.048.817,40;3,36;-1,20;0,02;7.683.415.411,92
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;11,10;2,32;13,22;1,54;1,28;31,50;131,36;120,00;12,08;11,58;0,17;0,02;15,86;21,72;-1,44;2,15;11,64;9,72;11,36;0,84;0,16;0,08;3,78;-3,97;2.161.316,92;7,21;0,84;-0,42;88.138.841.831,10
ITSA4;10,22;2,52;12,15;1,41;1,18;31,50;131,36;120,00;11,10;11,58;0,17;0,02;14,58;19,95;-1,33;2,15;11,64;9,72;11,36;0,84;0,16;0,08;3,78;-3,97;298.050.522,60;7,21;0,84;-0,38;88.138.841.831,10
ITUB3;24,63;2,22;12,75;1,56;0,12;57,67;3,01;10,87;46,08;48,64;;;1,39;;-0,12;;12,23;0,94;;0,08;0,92;0,09;6,04;-10,45;14.981.636,52;15,76;1,93;-0,42;254.405.264.112,27
ITUB4;27,46;1,99;14,21;1,74;0,13;57,67;3,01;10,87;51,33;48,64;;;1,54;;-0,14;;12,23;0,94;;0,08;0,92;0,09;6,04;-10,45;1.055.850.022,76;15,76;1,93;-0,47;254.405.264.112,27
JALL3;8,02;;23,52;4,25;0,84;50,14;40,67;10,39;6,01;9,24;3,25;2,30;2,44;3,83;-1,58;1,88;18,08;3,57;14,56;0,20;0,80;0,34;;;7.108.840,60;1,89;0,34;;2.357.576.728,00
JBDU3;2,73;;-3,30;0,22;0,07;;;;-3,68;-4,80;-1,48;0,09;;-0,43;-0,07;0,00;-6,76;-2,26;-5,56;0,33;0,67;0,00;;;258.137,12;12,70;-0,86;0,05;12.832.325,57
JBDU4;2,42;;-2,83;0,19;0,06;;;;-3,16;-4,80;-1,48;0,09;;-0,37;-0,06;0,00;-6,76;-2,26;-5,56;0,33;0,67;0,00;;;466.363,88;12,70;-0,86;0,04;12.832.325,57
JBSS3;30,14;1,79;16,49;1,74;0,46;16,73;7,59;1,70;3,70;5,96;2,25;1,06;0,28;3,85;-0,73;1,48;10,56;2,81;15,44;0,27;0,73;1,65;10,65;-1,92;374.752.557,16;17,34;1,83;-0,68;75.936.745.684,80
JFEN3;4,33;;-2,70;-1,00;0,36;-22,06;-508,80;-581,90;-3,09;-6,99;-3,90;;15,72;-5,28;-2,28;0,93;-36,93;-13,17;-126,02;-0,36;1,36;0,02;-44,72;;55.586,00;-4,34;-1,60;0,04;455.532.518,95
JHSF3;6,82;5,26;7,25;1,22;0,64;69,23;69,73;54,99;5,72;6,37;0,64;0,14;3,99;5,97;-0,86;1,72;16,82;8,84;13,05;0,53;0,47;0,16;13,16;42,24;39.574.821,56;5,55;0,93;0,07;4.671.585.113,34
JOPA3;34,00;0,85;11,30;0,52;0,18;27,37;7,51;2,03;3,06;7,15;4,04;0,68;0,23;0,62;-0,53;1,76;4,56;1,57;3,94;0,34;0,66;0,77;8,16;5,14;59.273,12;65,93;3,01;0,06;365.170.597,84
JOPA4;74,88;0,42;24,90;1,14;0,39;27,37;7,51;2,03;6,75;7,15;4,04;0,68;0,51;1,36;-1,16;1,76;4,56;1,57;3,94;0,34;0,66;0,77;8,16;5,14;25.975,00;65,93;3,01;0,13;365.170.597,84
JPSA3;26,55;0,52;30,50;0,74;0,33;59,31;49,40;11,31;6,98;12,92;5,87;0,62;3,45;2,20;-0,45;2,33;2,41;1,09;3,93;0,45;0,55;0,10;1,23;;6.069.055,44;36,11;0,87;-0,75;2.358.945.430,16
JSLG3;8,41;0,66;13,04;2,21;0,49;10,67;6,91;6,39;12,05;21,74;9,63;1,77;0,83;2,47;-0,80;2,01;16,95;3,73;4,59;0,22;0,78;0,58;-13,95;22,94;3.269.730,80;3,80;0,65;-0,65;2.365.924.609,10
KEPL3;42,41;1,29;16,50;2,16;1,18;24,21;11,98;10,08;13,87;10,63;-3,29;-0,51;1,66;7,27;-2,80;1,39;13,07;7,13;11,01;0,55;0,45;0,71;-1,00;61,09;10.120.573,20;19,67;2,57;0,21;1.119.574.366,05
KLBN11;27,94;;-12,64;7,17;0,89;39,52;26,90;-20,82;9,78;15,96;6,15;4,51;2,63;4,38;-1,28;2,98;-56,74;-7,05;5,83;0,12;0,88;0,34;16,01;;244.653.976,92;3,90;-2,21;0,03;31.538.849.932,18
